8961510.0,11488980.0,9021480.0
9009780.0,11362860.0,9163470.0
9121620.0,10903980.0,9508110.0
8620080.0,11368320.0,8774220.0
8419620.0,11302980.0,10366650.0
8930040.0,10997340.0,8947140.0
8680050.0,10756020.0,9725070.0
8726490.0,11211210.0,10285380.0
8852940.0,10904730.0,9758310.0
9062370.0,11472480.0,9107520.0
9093480.0,11351700.0,10271010.0
8350380.0,11027490.0,9996090.0
8699460.0,11639970.0,10574730.0
9247110.0,11924280.0,9282900.0
9050370.0,11802990.0,9115020.0
8849490.0,11325930.0,10110330.0
9336690.0,11187780.0,9336690.0
9174690.0,11108910.0,9174690.0
8795040.0,11362770.0,8795040.0
8685780.0,11086350.0,9002970.0
9068190.0,10949970.0,9993600.0
8911050.0,10987590.0,9895440.0
8797410.0,11137530.0,8797410.0
8520180.0,11780220.0,8560650.0
9105660.0,10871430.0,9327870.0
9086370.0,11406090.0,9135060.0
9041340.0,11895540.0,10087200.0
8753730.0,11323770.0,8797740.0
8923200.0,11473770.0,8971080.0
9297120.0,11516040.0,10310670.0
8515710.0,11259060.0,8548890.0
8677710.0,11837820.0,8804940.0
8316270.0,11841990.0,8421390.0
8626860.0,10896930.0,8638950.0
8407530.0,11337570.0,9111090.0
9183210.0,11173350.0,10121040.0
8425500.0,11156760.0,8425500.0
9058290.0,11686590.0,9114270.0
8968920.0,11661870.0,8968920.0
8993040.0,11162340.0,9830100.0
8884350.0,11311020.0,9855390.0
8945730.0,11393670.0,8945730.0
8657760.0,11780670.0,10153710.0
9537930.0,11959590.0,9641790.0
8736420.0,11351430.0,8831850.0
8952060.0,11272920.0,8966880.0
9508290.0,11764170.0,9674520.0
9393690.0,11460240.0,9393690.0
9131010.0,11538840.0,9008790.0
8807640.0,11060880.0,10290360.0
9059880.0,11232270.0,10712880.0
8870640.0,11041650.0,8903700.0
9214800.0,11362500.0,9282510.0
9385830.0,11786850.0,9385830.0
8499150.0,11090400.0,9167820.0
8550840.0,10736790.0,8574210.0
8653800.0,11215200.0,8744760.0
8211840.0,10590030.0,8318430.0
9339540.0,11704170.0,9435300.0
8730510.0,10886940.0,8739060.0
8878830.0,11312730.0,9836250.0
9330180.0,11618670.0,9457080.0
8608020.0,11070510.0,9784170.0
8705190.0,11166960.0,8859660.0
8834460.0,11246160.0,10069980.0
9505950.0,11738730.0,9531270.0
9048120.0,11438220.0,9057810.0
8528220.0,11771970.0,10259130.0
7983870.0,11098770.0,8845680.0
8537700.0,10934700.0,8554800.0
8940720.0,11498820.0,9128370.0
8520510.0,11061870.0,10213410.0
8905380.0,11287380.0,9334410.0
9421290.0,11445030.0,10539600.0
8330910.0,11562090.0,8294310.0
9034440.0,11226420.0,9058950.0
8435220.0,11510790.0,8736210.0
8454360.0,11043480.0,8558340.0
9072540.0,11306760.0,9120420.0
8909820.0,11269290.0,8909820.0
8340000.0,10913820.0,9415140.0
9166620.0,11599320.0,10831530.0
9321360.0,11937960.0,10587450.0
9043890.0,11629590.0,9043890.0
10140660.0,11522910.0,10140660.0
8262390.0,11783040.0,8415720.0
8884980.0,10721370.0,8980410.0
8649810.0,11759550.0,9922410.0
8639370.0,10898130.0,9296100.0
8378640.0,10940040.0,9781170.0
8794890.0,11630940.0,9788160.0
8283810.0,11476440.0,8283810.0
8957610.0,11535090.0,10248570.0
8565420.0,11486820.0,8613300.0
8824320.0,11480100.0,10245150.0
9301110.0,11520480.0,9535050.0
9353100.0,11725620.0,10899450.0
8359140.0,11288790.0,8418300.0
8888040.0,11732490.0,10334340.0
8556840.0,10990080.0,10015740.0
9138060.0,11640540.0,9138060.0
9639510.0,11874750.0,10939470.0
8717160.0,10694280.0,10292100.0
8798340.0,10986450.0,9131130.0
8824410.0,11339160.0,8902620.0
8903820.0,11378670.0,10462680.0
8891730.0,11458110.0,10367790.0
8878560.0,11103630.0,8950950.0
8820030.0,11447760.0,10728960.0
9299640.0,11386080.0,9299640.0
8464290.0,11330910.0,8547180.0
8452980.0,11242380.0,9800250.0
8574810.0,11124510.0,8648340.0
8451060.0,10959870.0,8451060.0
8887350.0,11280090.0,10400070.0
8761050.0,11318100.0,9055650.0
8340570.0,11827560.0,8404410.0
9007200.0,11758800.0,10235070.0
8653650.0,11403180.0,8662200.0
8655450.0,11500320.0,8655450.0
8811840.0,11792670.0,8974200.0
9334470.0,11433060.0,9433320.0
8930370.0,11232720.0,9819630.0
9024540.0,11577300.0,9098070.0
9222780.0,11448210.0,10665450.0
8468460.0,11394840.0,8944230.0
9428160.0,11431680.0,10554150.0
9396300.0,11589330.0,9651120.0
9487260.0,11806890.0,10467630.0
8647590.0,11310810.0,8656140.0
8548590.0,11996580.0,8548590.0
9006630.0,11426220.0,10555440.0
