9374430.0,10348410.0,9876210.0,8842970.0
8921550.0,9884700.0,9109560.0,9469800.0
8617590.0,9962760.0,9477690.0,9268530.0
8998080.0,10446900.0,9404070.0,8773400.0
8894160.0,9919560.0,8931570.0,9177540.0
9415290.0,10376040.0,10262490.0,9793860.0
8646900.0,9552450.0,9434730.0,9596600.0
8316300.0,9456810.0,8788290.0,9725280.0
9231690.0,10088220.0,9340680.0,8357060.0
8376990.0,9653280.0,8659500.0,10621590.0
8586840.0,10144170.0,9283980.0,8392070.0
10053810.0,11164710.0,10337130.0,11670870.0
8135130.0,9153990.0,8135130.0,9845990.0
9490740.0,10528440.0,9830970.0,9406830.0
9234300.0,10086840.0,9608580.0,10217670.0
8406720.0,10052790.0,9384480.0,8659950.0
8769870.0,9876060.0,8797920.0,9161360.0
9292650.0,10200630.0,9426510.0,9571260.0
8273430.0,9768330.0,8402250.0,10033620.0
9335100.0,10458450.0,9806430.0,9792060.0
8783970.0,9737760.0,8850900.0,9232350.0
8810070.0,10194240.0,8940510.0,9834390.0
8803470.0,10301670.0,8889900.0,9448230.0
9204900.0,10271880.0,9741390.0,8761560.0
8368410.0,9333690.0,8710770.0,8700990.0
8721600.0,10378800.0,9327420.0,9937920.0
8393010.0,9470610.0,8801160.0,8988450.0
8623260.0,9737220.0,8623260.0,9475200.0
9194340.0,10249110.0,9495090.0,9585480.0
9225990.0,10144200.0,9462690.0,8763240.0
9516570.0,10230360.0,9869640.0,10181070.0
8837400.0,9705210.0,9248190.0,8290740.0
8498580.0,9493050.0,9163140.0,9212970.0
8717070.0,9898890.0,9294060.0,9349980.0
8905350.0,10104960.0,9362520.0,9879330.0
8789430.0,9922080.0,8813940.0,10360530.0
8676810.0,10169040.0,9359130.0,9044730.0
8745660.0,9837960.0,8745660.0,9096750.0
8694720.0,9564810.0,9220530.0,8637300.0
8961540.0,9916350.0,9526560.0,10005300.0
9272010.0,10377750.0,9669810.0,9042570.0
9064890.0,10240410.0,9486510.0,9609360.0
8658240.0,9837960.0,8699850.0,9959640.0
9099060.0,10073580.0,9565440.0,9733380.0
9290250.0,10429380.0,9976830.0,10380060.0
9017160.0,9904140.0,9282570.0,9186540.0
9128640.0,10536840.0,9827880.0,9864720.0
9091680.0,10267680.0,9318210.0,9878940.0
8878290.0,10069320.0,9240810.0,9183840.0
8963430.0,10253550.0,8987940.0,8956890.0
9033390.0,10246650.0,9256380.0,9232350.0
8649570.0,9686580.0,9168570.0,9653610.0
8799030.0,9920400.0,8827410.0,9544410.0
9266340.0,10491690.0,9261330.0,8689050.0
8301390.0,9501330.0,9216330.0,9305070.0
9149490.0,10084920.0,9528240.0,10070940.0
8615790.0,9912630.0,9367560.0,9437910.0
9252960.0,10573740.0,10191840.0,10558680.0
8784600.0,9932190.0,9495930.0,10426560.0
8852010.0,9771240.0,8867970.0,8621670.0
8875320.0,9744300.0,9042900.0,8646180.0
9633060.0,10751700.0,9633060.0,10272300.0
8454120.0,9727110.0,9304410.0,10384860.0
8654460.0,9891240.0,9317190.0,9951840.0
9116880.0,10290510.0,9518220.0,9509640.0
