16146210.0,19035120.0,16224090.0
16348200.0,18929790.0,16348200.0
16027440.0,18503790.0,16087410.0
15982440.0,18477000.0,16104990.0
15392340.0,18912210.0,15550350.0
16259250.0,18668100.0,16308270.0
15984360.0,18525690.0,15984360.0
16544220.0,18782310.0,16544220.0
16015920.0,18444180.0,17633940.0
16327140.0,18572970.0,16327140.0
16401990.0,19506210.0,16401990.0
16053450.0,18606750.0,16090050.0
15981630.0,18500040.0,15981630.0
16344870.0,18545850.0,16360830.0
16054830.0,18802830.0,16067250.0
16104060.0,18691560.0,16169040.0
16225950.0,18843420.0,16331400.0
16105020.0,18601080.0,16106160.0
16081590.0,19046970.0,17495610.0
16259040.0,18327810.0,17005350.0
16367340.0,18820680.0,16375890.0
16211850.0,18014820.0,16744170.0
16485450.0,19013670.0,16530600.0
15823410.0,18568260.0,15824550.0
15679530.0,18485400.0,15679530.0
16047750.0,18916650.0,16047750.0
16067280.0,18338610.0,16131120.0
15925200.0,18973320.0,15986310.0
16225830.0,18775260.0,16234380.0
16057020.0,18538020.0,16072980.0
16157790.0,18625350.0,16183440.0
15636210.0,18350640.0,15636210.0
16733760.0,19326540.0,16733760.0
16071270.0,18694230.0,16046760.0
16191990.0,18998640.0,17459610.0
16028700.0,18645420.0,16028700.0
16116900.0,18987270.0,17216760.0
16309890.0,18593760.0,16359240.0
16404030.0,18711780.0,16428540.0
15883620.0,18443550.0,15920220.0
16735620.0,19628640.0,16817700.0
16388310.0,18336210.0,16396860.0
16354710.0,19006980.0,17323740.0
16223790.0,18899910.0,16223790.0
16014990.0,18836100.0,16099800.0
15784080.0,19100580.0,16132830.0
15824880.0,19236090.0,15824880.0
16233480.0,18969900.0,16254570.0
16207860.0,18898770.0,16273980.0
15984960.0,19213500.0,15984960.0
16015290.0,19126650.0,16065450.0
15899130.0,18795480.0,15924780.0
16076520.0,19033740.0,16076520.0
16233240.0,19195320.0,16279530.0
16397730.0,18896640.0,16397730.0
15891330.0,18443130.0,15891330.0
16109100.0,18670680.0,16109100.0
16184850.0,19227510.0,16221450.0
16305630.0,18711840.0,16305630.0
15945750.0,18577140.0,15982350.0
16079460.0,18841140.0,16127670.0
16274040.0,18612630.0,16274040.0
16022550.0,19001490.0,17770950.0
16606530.0,18915900.0,16606530.0
16176510.0,18975780.0,16090200.0
16077270.0,19119600.0,16106460.0
15792990.0,18326580.0,15792990.0
16237590.0,18839130.0,16241130.0
16148760.0,18593070.0,16180680.0
16439640.0,18867960.0,16439640.0
16065990.0,18319680.0,16065990.0
16285230.0,19192980.0,16277820.0
16094190.0,18570630.0,16146750.0
16048470.0,18286290.0,16048470.0
15607140.0,17803560.0,15615690.0
15926700.0,18939930.0,15967170.0
16126560.0,19075770.0,16126560.0
16523010.0,19079400.0,16530420.0
16095630.0,18602100.0,16095630.0
15757710.0,18505890.0,15818820.0
15964320.0,18944280.0,15980280.0
16164180.0,18940890.0,16284000.0
16471770.0,19219680.0,16491270.0
16010850.0,18324390.0,16110840.0
16108410.0,18728400.0,17527410.0
15784050.0,18815520.0,15784050.0
15817140.0,18628290.0,15817140.0
15915600.0,18646200.0,15923010.0
16543920.0,19423080.0,16543920.0
16325760.0,18784680.0,16325760.0
16107660.0,18661830.0,16107660.0
15800940.0,17991000.0,15902520.0
15956220.0,18892860.0,15956220.0
15955050.0,18658530.0,16008750.0
16008750.0,18884850.0,16065180.0
15897720.0,18901380.0,15940920.0
16454760.0,18919860.0,16454760.0
16306800.0,19189320.0,16378860.0
15850740.0,18347040.0,15919260.0
16825200.0,19409160.0,16825200.0
15917820.0,18172860.0,15917820.0
15906630.0,18931590.0,15916320.0
16364700.0,18890790.0,16364700.0
16548900.0,18929520.0,16548900.0
16373730.0,19314660.0,16422750.0
16035360.0,19300740.0,16084380.0
16361700.0,19219530.0,16361700.0
16077990.0,18496530.0,17416800.0
15865230.0,18569670.0,16071600.0
15857400.0,18456300.0,15857400.0
16329930.0,18891270.0,16352160.0
16052910.0,18651000.0,16132710.0
16182840.0,18755130.0,16219440.0
16233390.0,18764610.0,16456500.0
16220880.0,18729840.0,16220880.0
15611670.0,18784410.0,15766620.0
15756360.0,18334980.0,15792960.0
16142370.0,18822240.0,16142370.0
15883380.0,18110340.0,15883380.0
16793760.0,19241850.0,16862280.0
15949170.0,18551700.0,15973680.0
16781670.0,19224870.0,16861470.0
16064700.0,18441630.0,16079520.0
15980610.0,18321390.0,15980610.0
15878310.0,17901900.0,15894270.0
17008560.0,19771950.0,17041620.0
16726050.0,19121520.0,16726050.0
16330230.0,18855990.0,16330230.0
16559670.0,19188690.0,16559670.0
15793410.0,18736980.0,15814050.0
16266900.0,18825120.0,16266900.0
16501890.0,18938790.0,16612830.0
16007970.0,18380880.0,16180350.0
15915480.0,18528870.0,15970770.0
16304400.0,18419670.0,16316820.0
16368840.0,19219560.0,16368840.0
15905580.0,19024290.0,15950730.0
15912420.0,18565920.0,15903870.0
16424190.0,19126380.0,16424190.0
15939210.0,18820380.0,15943080.0
15863730.0,18711900.0,15932250.0
16246950.0,18865230.0,16246950.0
15845400.0,18597270.0,15845400.0
16255230.0,18786090.0,16255230.0
16203270.0,18193560.0,16203270.0
16054140.0,18950190.0,16046730.0
16344660.0,19107810.0,17885040.0
16469250.0,18849180.0,16476660.0
