result, random score, hillclimber move2 highscore, hillclimber rotate highscore, hillclimber swap highscore, sim move2 highscore, sim rotate highscore, sim swap highscore, hillclimber4 move highscore, sim move4 highscore, hillclimber move10 highscore, sim move10 highscore, pf highscore
131,8914605.0,8956215.0,8914605.0,8914605.0,9274920.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
132,8914605.0,8956215.0,8914605.0,8914605.0,9274920.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
133,8914605.0,8956215.0,8914605.0,8914605.0,9274920.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
134,8914605.0,8956215.0,8914605.0,8914605.0,9282900.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
135,8914605.0,8956215.0,8914605.0,8914605.0,9282900.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
136,8914605.0,8956215.0,8914605.0,8914605.0,9282900.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
137,8914605.0,8956215.0,8914605.0,8914605.0,9291450.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
138,8914605.0,8956215.0,8914605.0,8914605.0,9307410.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
139,8914605.0,8956215.0,8914605.0,8914605.0,9307410.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
140,8914605.0,8956215.0,8914605.0,8914605.0,9326910.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
141,8914605.0,8956215.0,8914605.0,8914605.0,9326910.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
142,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
143,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
144,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
145,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
146,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
147,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
148,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
149,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
150,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
151,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
152,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
153,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
154,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
155,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
156,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
157,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
158,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
159,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
160,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
161,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
162,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
163,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
164,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
165,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
166,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
167,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
168,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
169,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
170,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
171,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
172,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
173,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
174,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
175,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
176,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
177,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
178,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
179,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
180,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
181,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
182,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
183,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
184,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
185,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
