result, random score, hillclimber move2 highscore, hillclimber rotate highscore, hillclimber swap highscore, sim move2 highscore, sim rotate highscore, sim swap highscore, hillclimber4 move highscore, sim move4 highscore, hillclimber move10 highscore, sim move10 highscore, pf highscore
186,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
187,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
188,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
189,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
190,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
191,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
192,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
193,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
194,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
195,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
196,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
197,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
198,8914605.0,8956215.0,8914605.0,8914605.0,9338595.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
199,8914605.0,8956215.0,8914605.0,8914605.0,9344805.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
200,8914605.0,8956215.0,8914605.0,8914605.0,9360765.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
201,8914605.0,8956215.0,8914605.0,8914605.0,9360765.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
202,8914605.0,8956215.0,8914605.0,8914605.0,9360765.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
203,8914605.0,8956215.0,8914605.0,8914605.0,9396165.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
204,8914605.0,8956215.0,8914605.0,8914605.0,9396165.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
205,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
206,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
207,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
208,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
209,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
210,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
211,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
212,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
213,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
214,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
215,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
216,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
217,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
218,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
219,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
220,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
221,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
222,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
223,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
224,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
225,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
226,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
227,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
228,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
229,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
230,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
231,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
232,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
233,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
234,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
235,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
236,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
237,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
238,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
239,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
240,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
241,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
242,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
243,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
244,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
245,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
246,8914605.0,8956215.0,8914605.0,8914605.0,9404715.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
247,8914605.0,8956215.0,8914605.0,8914605.0,9515925.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
248,8914605.0,8956215.0,8914605.0,8914605.0,9515925.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
249,8914605.0,8956215.0,8914605.0,8914605.0,9515925.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
250,8914605.0,8956215.0,8914605.0,8914605.0,9515925.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
251,8914605.0,8956215.0,8914605.0,8914605.0,9515925.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
252,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
253,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
254,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
255,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
256,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
257,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
258,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
259,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
260,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
261,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
262,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
263,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
264,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
265,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
266,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
267,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
268,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
269,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
270,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
271,8914605.0,8956215.0,8914605.0,8914605.0,9552525.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
272,8914605.0,8956215.0,8914605.0,8914605.0,9594135.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
273,8914605.0,8956215.0,8914605.0,8914605.0,9594135.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
274,8914605.0,8956215.0,8914605.0,8914605.0,9602685.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
275,8914605.0,8956215.0,8914605.0,8914605.0,9602685.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
276,8914605.0,8956215.0,8914605.0,8914605.0,9602685.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
277,8914605.0,8956215.0,8914605.0,8914605.0,9602685.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
278,8914605.0,8956215.0,8914605.0,8914605.0,9611235.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
279,8914605.0,8956215.0,8914605.0,8914605.0,9611235.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
280,8914605.0,8956215.0,8914605.0,8914605.0,9611235.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
281,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
282,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
283,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
284,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
285,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
286,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
287,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
288,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
289,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
290,8914605.0,8956215.0,8914605.0,8914605.0,9643155.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
291,8914605.0,8956215.0,8914605.0,8914605.0,9651705.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
292,8914605.0,8956215.0,8914605.0,8914605.0,9651705.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
293,8914605.0,8956215.0,8914605.0,8914605.0,9655980.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
294,8914605.0,8956215.0,8914605.0,8914605.0,9655980.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
295,8914605.0,8956215.0,8914605.0,8914605.0,9655980.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
296,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
297,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
298,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
299,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
300,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
301,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
302,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
303,8914605.0,8956215.0,8914605.0,8914605.0,9660255.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
304,8914605.0,8956215.0,8914605.0,8914605.0,9663960.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
305,8914605.0,8956215.0,8914605.0,8914605.0,9663960.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
306,8914605.0,8956215.0,8914605.0,8914605.0,9663960.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
307,8914605.0,8956215.0,8914605.0,8914605.0,9663960.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
308,8914605.0,8956215.0,8914605.0,8914605.0,9663960.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
309,8914605.0,8956215.0,8914605.0,8914605.0,9663960.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
310,8914605.0,8956215.0,8914605.0,8914605.0,9663960.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
311,8914605.0,8956215.0,8914605.0,8914605.0,9672510.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
312,8914605.0,8956215.0,8914605.0,8914605.0,9672510.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
313,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
314,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
315,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
316,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
317,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
318,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
319,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
320,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
321,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
322,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
323,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
324,8914605.0,8956215.0,8914605.0,8914605.0,9681060.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
325,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
326,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
327,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
328,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
329,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
330,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
331,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
332,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
333,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
334,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
335,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
336,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
337,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
338,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
339,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
340,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
341,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
342,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
343,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
344,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
345,8914605.0,8956215.0,8914605.0,8914605.0,9697995.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
346,8914605.0,8956215.0,8914605.0,8914605.0,9715095.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
347,8914605.0,8956215.0,8914605.0,8914605.0,9715095.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
348,8914605.0,8956215.0,8914605.0,8914605.0,9715095.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
349,8914605.0,8956215.0,8914605.0,8914605.0,9726780.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
350,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
351,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
352,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
353,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
354,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
355,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
356,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
357,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
358,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
359,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
360,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
361,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
362,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
363,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
364,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
365,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
366,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
367,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
368,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
369,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
370,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
371,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
372,8914605.0,8956215.0,8914605.0,8914605.0,9735330.0,8914605.0,8213105.0,9137370.0,9367425.0,9043335.0,8888955.0,11019015.0
